uuid,creation_date,frequency,day,updated_at,next_payment_day,status
9ddd8cc9-f471-44fd-bba9-46acdc29a44a,1731455110,biweekly,friday,1731455110,22,enabled
e5f4af21-6965-481b-875f-869e149a203b,1723899753,biweekly,friday,2024-11-12T23:45:30.639209857Z,22,enabled
f595706a-ade1-4e7d-bf51-4a57a323e288,1732382414,biweekly,friday,1732382414,6,enabled
3e3bb1fd-ed58-4cf5-84b5-36fb058db2af,1729812513,weekly,friday,2024-11-08T08:00:31.911580753Z,15,enabled
a74b573b-2f08-4c9e-af8c-eb17759f3273,1729812491,weekly,friday,2024-11-29T08:00:34.076523857Z,6,enabled
966b9247-589c-4302-b654-acfe2f64ba17,1728052596,biweekly,monday,2024-11-01T12:05:29.937444709Z,11,disabled
4ddd34a0-e17f-4c79-ac49-b558c5834a03,1731976928,monthly,first_day,2024-12-01T08:00:32.970075346Z,1,enabled
369145f3-e0f5-42a7-bc41-ac0bc85876aa,1732399245,weekly,friday,2024-11-28T13:59:52.564542857Z,29,disabled
c793cfa6-8ecf-4715-a769-ff1814b99944,1725567706,biweekly,thursday,2024-10-25T01:18:44.558184016Z,31,disabled
213e6496-de9a-4a14-a1a6-4afd018e0fdf,1727164275,biweekly,saturday,2024-11-02T09:17:53.058685039Z,16,disabled
86c1ab1e-7707-44d1-9ab6-e0918c59fdeb,1732300193,monthly,first_day,2024-11-23T15:31:38.780499731Z,1,enabled
7c940f04-188b-4193-a4f5-0aaaa66503b8,1727723175,biweekly,friday,1727723175,11,enabled
e10c5c97-c3ec-4f84-88b7-38a65bbd1214,1727451791,biweekly,friday,1727451791,11,enabled
7f4fd1a5-3db7-496d-9e59-55a74da72341,1732105114,biweekly,thursday,2024-11-28T08:00:26.355866594Z,12,enabled
990d4a0c-cede-4938-bdb1-fdbab1544989,1732907281,daily,daily,2024-11-30T15:06:59.545684982Z,1,enabled
d2ad566f-c59f-4b85-8525-8f8dd051db3a,1732979386,daily,daily,1732979386,1,enabled
d6c9237b-ae67-4d81-94c4-2686169cb367,1732891123,biweekly,friday,1732891123,13,enabled
f8c1a951-49ee-4d43-8754-12885d408ec7,1732890574,biweekly,friday,2024-11-29T14:38:58.521778761Z,13,enabled
0105fafb-9dd9-4134-b16f-cde72ff94766,1723318584,weekly,friday,2024-08-23T15:13:47.567271368Z,30,disabled
b8607941-0f37-45e2-99ef-d45546609900,1728865936,biweekly,monday,2024-10-14T00:32:58.809943454Z,28,disabled
54521514-0e9c-4d1f-9b3d-13e8b3a38e6e,1726270056,weekly,friday,2024-11-29T08:00:41.681782634Z,6,enabled
597f89aa-b85d-44fc-addb-d48eedb0dfc6,1723509251,biweekly,wednesday,2024-11-30T08:00:26.981485615Z,11,enabled
d5b97a05-2c07-4079-b3ec-bf3fd9cb8c4a,1731288617,biweekly,wednesday,2024-11-20T08:00:35.164489662Z,4,enabled
34e3dcd2-9673-4676-a073-f5606ea83c98,1729871058,weekly,friday,2024-10-25T15:44:26.221760286Z,1,enabled
b39370fc-27b3-49fe-b335-f99742f53e91,1725294825,monthly,fifteenth_day,2024-11-15T08:01:45.405252234Z,15,enabled
5f76f985-a0b7-4521-988a-326d44386205,1726832542,weekly,friday,2024-11-29T08:00:34.671828456Z,6,enabled
dbb62ed9-9ac4-42e8-a5a1-ca792503a72b,1726832564,weekly,friday,2024-11-29T08:00:50.884657133Z,6,enabled
f78405bf-dc3c-4a6a-b9e4-a1b6cbe5401f,1726890983,biweekly,friday,1726890983,4,enabled
aa1bdb4e-f8c5-4386-ba49-3447ab7947dc,1728131971,monthly,first_day,2024-11-01T09:50:14.012207274Z,1,disabled
b8903240-e12f-476e-9e84-e201986a2e59,1723405033,weekly,monday,2024-11-28T11:55:46.27802721Z,2,disabled
93ccc2bd-bacc-4286-8f9b-1281af567fa9,1729921252,daily,daily,2024-11-19T22:57:30.829279411Z,20,enabled
a15499c2-80b2-4213-9581-46d97febf1d9,1725742288,weekly,friday,2024-10-04T08:00:32.739560329Z,11,enabled
2f5cbe40-c1dc-480f-ae00-0baa5bc1dbbb,1732315115,biweekly,friday,2024-11-23T21:43:26.937897499Z,6,enabled
f271d7a0-ff6e-45cd-9948-bbaaf9b62e0f,1732196584,biweekly,thursday,2024-11-21T13:46:39.544884907Z,5,enabled
6dee5312-15e6-4af0-bb05-6407f7d14277,1730906428,biweekly,wednesday,2024-11-06T19:03:17.644500296Z,20,disabled
49471678-ba52-46b0-b635-2459cefaf153,1731268908,biweekly,friday,2024-11-22T08:00:33.746933294Z,6,enabled
40efe622-0c31-46ee-828d-243358df5548,1731377217,weekly,friday,2024-11-29T08:00:31.93869786Z,6,enabled
90e2994c-3a42-410c-af83-ec9483e42531,1731167240,weekly,sunday,2024-12-01T08:00:39.829524619Z,8,enabled
b4a9f94d-9ae2-4016-830b-7b1f24915149,1731851948,weekly,sunday,2024-12-01T08:01:49.136679561Z,8,enabled
1440680d-05e0-46f3-ab40-315770809256,1726081175,weekly,friday,2024-09-28T12:50:54.928484515Z,4,disabled
cda51dcb-bf69-43d0-a433-46d4e6e8b9c5,1726256926,biweekly,tuesday,2024-10-24T08:00:33.635251397Z,1,disabled
236dd33f-5721-4401-b7f0-80f65a52863f,1722385037,weekly,thursday,2024-11-07T08:00:32.447785548Z,14,enabled
54c47731-fc2f-49c3-ab2a-84f9a4b46dfc,1732649988,biweekly,friday,1732649988,6,enabled
c4ee11f0-a425-446b-a0aa-52798b9e8c81,1731252410,monthly,first_day,2024-12-01T08:01:50.57761142Z,1,enabled
e48bb548-a87a-406f-8de7-14574c95df2c,1731252453,monthly,first_day,2024-12-01T08:01:50.754244958Z,1,enabled
83e65df7-7195-4c32-b1a8-f3beb23fef7f,1725558572,biweekly,thursday,1725558572,19,enabled
424aa4a1-c7ff-4ab2-baf1-c3b926518115,1732895261,biweekly,friday,1732895261,13,enabled
94467712-3633-4923-9dec-305a6da04e37,1732417098,weekly,monday,2024-12-02T08:00:37.368096974Z,9,enabled
860c2c09-adfa-40fc-9699-0658a38bddea,1726234884,weekly,friday,2024-10-20T08:00:31.502574133Z,20,disabled
36924885-252b-4cc0-a5e7-f269f3c1916e,1729894832,biweekly,friday,2024-11-05T19:20:36.776200746Z,8,disabled
4d35b61a-7c57-4f8e-b5d2-65b84b87c58a,1729959717,biweekly,monday,2024-11-05T19:20:56.915039796Z,4,disabled
520a9111-6ba7-4565-88d9-bc787bcc131c,1729894861,biweekly,friday,2024-11-05T19:21:12.175247095Z,8,disabled
f8d8cec7-3e9f-4ea6-a0eb-dde9e3d11c16,1728917947,monthly,fifteenth_day,2024-10-15T08:00:39.116727357Z,15,enabled
404e8e2e-b4bb-4859-b241-0e1872b661e0,1726876863,biweekly,thursday,1726876863,3,enabled
7461261f-f6cb-41fb-89b4-8f1e0739d33f,1731623629,biweekly,thursday,2024-11-28T08:00:33.331114781Z,12,enabled
3b3bdf7d-20e8-4d24-a589-7f4c358f0f72,1725335922,monthly,first_day,2024-09-03T11:33:08.149921124Z,1,disabled
f3297efd-a4b1-4d02-9912-47ca8547ff32,1725335942,monthly,first_day,2024-09-03T11:33:03.55061997Z,1,disabled
1e10b009-ef0f-4724-b7c4-e45174c4108b,1724980862,weekly,friday,2024-09-10T19:19:28.136607413Z,13,disabled
e341e627-7f21-415d-be9a-f5f88fb76bda,1728783499,weekly,sunday,2024-10-27T14:29:27.880901363Z,3,enabled
5972b8e0-4b5b-4946-96da-1705b87b4caf,1731955769,monthly,first_day,2024-11-18T18:58:13.883433287Z,1,enabled
d3efc868-7ab5-4565-84d9-76b00439c0cb,1727357522,biweekly,friday,1727357522,4,enabled
48e789cf-0b57-4668-9ca3-ea393c10f9a2,1731589969,biweekly,thursday,2024-11-28T08:00:25.072135137Z,12,enabled
8d74f0af-8c00-47f9-b174-0f451c57b50d,1731590065,biweekly,thursday,2024-11-28T08:00:25.478034151Z,12,enabled
512f734b-c30b-4ba3-bb74-2e20b85026e5,1727797926,weekly,friday,2024-11-04T08:00:37.463046069Z,8,enabled
dc3eac44-de49-4b48-b6f9-26e2c6a0f606,1727797862,weekly,friday,2024-11-01T08:02:02.615938044Z,8,enabled
f91b427b-f785-44ac-90ca-0fd1a63b4196,1724600106,weekly,friday,1724600106,30,enabled
2d420350-47a9-4f5d-843f-ee34a7f17521,1722796323,biweekly,sunday,2024-11-24T08:00:25.840607785Z,8,enabled
c46f3667-9bb5-4a0c-9040-a1576dacabdf,1731418302,weekly,friday,1731418302,15,enabled
8aef9d7a-3bc3-4ddd-8377-fb8f95315ebf,1730866138,weekly,monday,2024-11-18T08:00:27.649797568Z,25,enabled
34dc8451-c457-458d-87df-cfe11a2340b6,1722464973,monthly,first_day,2024-10-01T08:00:29.846977332Z,1,enabled
ba6e863c-0901-40e3-a3f0-88ddf14a3635,1722464935,monthly,fifteenth_day,2024-08-01T12:05:55.06853362Z,15,enabled
fca9e04f-aed5-4042-8855-a4c21be10893,1729182427,weekly,friday,2024-11-15T08:01:49.975581332Z,22,enabled
5a7ca5b6-cf7c-47f5-8165-3e609bb6c4f7,1722827573,weekly,sunday,2024-12-01T08:00:31.754762562Z,8,enabled
abf03d32-78b6-48b0-bf88-65d0338fb811,1729264614,weekly,friday,2024-11-29T08:00:36.21899596Z,6,enabled
90015bbb-01ef-4331-9b3f-4316d9b67f3e,1724107731,weekly,sunday,2024-08-19T23:55:40.322000698Z,25,disabled
c72f8285-31fa-412b-b7c4-c6183fb3be19,1724107714,weekly,sunday,2024-08-19T23:55:30.762728477Z,25,disabled
307c5db2-ea79-4690-8e06-7acc6d3261d4,1725026808,biweekly,friday,2024-10-25T08:00:37.669057865Z,8,enabled
3c9b5ef3-c783-4aa4-9c47-8fc29a34d5d8,1725026818,biweekly,friday,2024-10-25T08:00:36.991024648Z,8,enabled
f93774b1-c625-44c4-89fc-e1af0eb4a83f,1725026828,biweekly,friday,2024-10-25T08:00:40.729071791Z,8,enabled
0a8c37e9-3fa4-4e11-a383-552010bc2585,1727976026,monthly,first_day,2024-11-10T15:22:52.702020977Z,1,enabled
1de66f8e-a97e-4c47-bf58-bf1f1170195f,1727975458,monthly,first_day,2024-11-10T15:22:26.773993127Z,1,enabled
3d9b2e25-f572-492f-bd6a-9404e276c02f,1727976060,monthly,first_day,2024-11-10T15:22:37.9764835Z,1,enabled
f7435372-4ab1-4c5c-a652-f2411a8577da,1722701451,biweekly,thursday,2024-11-21T08:00:34.065954271Z,5,enabled
144d8990-5787-4ad7-8b9b-b5df03bb085d,1722711314,weekly,thursday,2024-11-07T08:00:34.891995579Z,14,enabled
499609fd-fc75-491f-99ec-1423734a842d,1722714293,weekly,thursday,2024-11-07T08:00:33.41604857Z,14,enabled
8e3e7042-561f-4a91-aa4e-1ef149527d5f,1727406877,biweekly,friday,1727406877,11,enabled
9628e4c7-bce5-4091-9cce-a3d1a40ebb0b,1726786569,biweekly,thursday,2024-10-17T08:00:32.054216966Z,31,enabled
096f4fab-e563-4510-b9db-db7fdb3abff8,1723989273,weekly,sunday,2024-09-01T13:50:10.846346496Z,25,disabled
441500f0-7422-44b7-8491-fe0b81418333,1723989314,weekly,sunday,2024-08-30T01:54:29.697140409Z,25,disabled
676f8bf1-5d83-440a-9f8e-37d6677f9894,1726179239,monthly,first_day,1726179239,1,enabled
045cc35c-ffbd-4b4b-93e6-7f89ea1f6b00,1724346346,biweekly,sunday,2024-11-24T08:00:29.003755127Z,8,enabled
fcea61c9-f533-4fc3-bc02-b3f3300fc50b,1724346361,biweekly,sunday,2024-11-24T08:00:30.579107367Z,8,enabled
67024fd1-c2ff-4fce-9cba-6dad339700db,1731163272,monthly,fifteenth_day,2024-11-24T14:51:54.652782134Z,15,enabled
63efe69b-e953-4ed4-b3a0-4f086556b035,1726543307,monthly,fifteenth_day,2024-11-15T14:14:43.958222927Z,15,disabled
b7762cb3-8721-4fad-a604-0c68483481fc,1732669079,biweekly,thursday,1732669079,5,enabled
c56e43ec-59ff-4958-b158-e843bfbe4922,1731612372,weekly,wednesday,1731612372,20,enabled
ee7554ed-b55c-4fca-8862-e7d119e48b1b,1726264078,biweekly,friday,2024-11-25T08:00:47.665811697Z,6,enabled
88ebeac3-080b-4ee1-a30b-ea114f2b9732,1729170961,monthly,fifteenth_day,2024-10-19T16:04:48.202601661Z,15,enabled
de5adfec-76eb-4b37-a758-cedd31e55028,1731531275,biweekly,friday,2024-11-23T14:57:11.423569641Z,6,enabled
50b34d83-afd8-4c1c-be06-8701e3dde909,1725804746,biweekly,monday,2024-09-16T08:00:26.748280529Z,30,enabled
41680158-5b0e-419b-b8e1-e7185cca3a6f,1730415144,biweekly,friday,2024-11-08T11:38:31.909610102Z,22,disabled
a8a008b9-50c3-479e-8bc6-612351e08e57,1731065893,biweekly,friday,2024-11-08T11:38:27.18929285Z,22,disabled
17558129-42e0-4c6b-a282-80ce7a4230a2,1726254775,biweekly,monday,2024-12-02T08:00:24.428658584Z,16,enabled
c54a810e-0828-450c-84d0-308ea9cf823a,1726867458,biweekly,monday,1726867458,30,enabled
59a14e2a-27a1-4cbd-9d30-46d2544af829,1732398605,monthly,first_day,2024-12-01T08:00:32.291234184Z,1,enabled
a616b4c6-482d-4e54-81c8-e6351de52c0f,1732398576,monthly,first_day,2024-12-01T08:01:44.187981997Z,1,enabled
a6ca6993-3b73-4a84-aa4f-4610b18dd91d,1732398568,monthly,first_day,2024-12-01T08:01:43.387951119Z,1,enabled
cd2d5904-7ca0-4d00-bdea-73bfbd3b56de,1732398587,monthly,first_day,1732398587,1,enabled
2dfc3c1e-72d8-4248-beb4-28581537f7e7,1728161566,weekly,saturday,2024-10-17T18:57:15.160283959Z,19,disabled
6e1f5ef3-d57f-4d76-bde9-bf39121731d7,1732769808,biweekly,monday,1732769808,9,enabled
9cb7a088-3049-4757-ac83-19669bd35bc3,1729954873,biweekly,saturday,1729954873,9,enabled
516eb706-a134-4295-a137-20952300ea89,1726930023,biweekly,saturday,2024-09-21T15:20:30.786587266Z,5,disabled
56aff508-3a3e-473f-8478-b60c7bbef6c7,1726944248,monthly,first_day,2024-12-01T18:48:11.284926124Z,1,disabled
7aab00bd-0bb1-4f71-8839-3c7dae0e2a77,1725322817,biweekly,monday,1725322817,16,enabled
e9a1e2dc-5c7f-4871-83e4-c49346aa59d0,1726240406,monthly,fifteenth_day,2024-11-15T08:01:58.540111874Z,15,enabled
f74f401d-76ad-4409-93da-62e7fa5f40bc,1727797421,biweekly,sunday,2024-11-10T08:00:38.836702706Z,24,enabled
9748cdad-69a4-4008-8c8d-4d092f53c5df,1725568238,monthly,fifteenth_day,2024-09-20T21:09:49.317221223Z,15,disabled
27228554-16e2-4f20-96e7-5a6bec29d53c,1726947108,monthly,first_day,2024-10-01T13:45:28.519294176Z,1,disabled
89f8bf4a-8782-4158-80bb-72057a28925e,1725298575,biweekly,friday,2024-09-13T08:00:36.063909832Z,27,enabled
0ff6233d-9694-4df8-b1d0-e7e6b050aa0c,1729877751,biweekly,friday,2024-11-22T08:00:29.053753773Z,6,enabled
95a290df-4cec-44b7-9493-a270c63587e7,1729877766,biweekly,friday,2024-11-22T08:00:38.867841452Z,6,enabled
3c5b3429-226b-4635-993e-b91fbd090f2a,1731025570,weekly,friday,2024-11-29T08:00:45.907524253Z,6,enabled
3b6efdc5-4a19-4d5b-bfe7-cfd36b4fed0f,1729974995,weekly,friday,2024-11-29T08:00:33.110388967Z,6,enabled
ce9f2774-2a4e-45f8-9c42-8ee0fa973aea,1722135342,biweekly,thursday,2024-08-01T03:03:30.540860491Z,8,disabled
f7f2832e-0bc3-432e-9c80-82983d3ddb42,1731547304,biweekly,friday,2024-11-22T08:01:48.655685225Z,6,enabled
d9c6e43d-f570-41a9-aaf2-e9f3da2f93f6,1731708298,biweekly,monday,1731708298,25,enabled
99e1d824-56ed-46ac-b516-3374465a323d,1731773337,weekly,monday,2024-12-02T08:00:35.276788352Z,9,enabled
0e4ede31-e71b-4c88-9c55-85e03aa05b1b,1731550530,monthly,first_day,2024-12-01T08:00:26.46387848Z,1,enabled
440634a7-01f6-49dc-8b7e-a451d8e2dc1d,1728144225,monthly,first_day,1728144225,1,enabled
c3f8e8d3-50d7-40d1-947a-5b663c9eaf74,1722688987,monthly,first_day,2024-09-01T08:00:31.995085226Z,1,enabled
c0c13dfb-fda8-451d-a763-96cbf80df01a,1729468495,monthly,fifteenth_day,2024-10-24T12:21:43.340898542Z,15,disabled
9865ceee-50ae-4a00-93ec-cf27396e6cb5,1729253829,weekly,friday,2024-11-15T08:00:41.157238848Z,22,enabled
310b1fa2-f408-4abe-918b-70fc666d2257,1729711674,biweekly,friday,2024-11-01T08:00:32.583481255Z,15,enabled
e3dfd03e-c9a3-4864-8d25-a4a771f1ce1a,1730494968,biweekly,friday,2024-11-29T08:00:42.573689809Z,13,enabled
15ccf2c2-767f-45d2-b7a5-88476cbd50aa,1728146836,biweekly,friday,2024-11-01T08:00:33.179428383Z,15,enabled
aa6bf2ba-2b4d-4a55-b197-bef6cb070094,1728148067,biweekly,friday,2024-11-01T08:01:51.597559217Z,15,enabled
67323745-4759-4dc2-b863-7c74cd0e6045,1731600574,biweekly,friday,2024-11-16T13:49:47.056469781Z,29,enabled
32ddfdb7-1efc-4029-96ce-1b00227d4cae,1730064175,biweekly,monday,2024-12-02T08:00:24.4110753Z,16,enabled
0b6e0c46-04d5-432a-b699-923e4f15a18c,1728513462,biweekly,friday,2024-11-22T08:00:29.649042946Z,6,enabled
dba5ad80-40eb-44b2-a294-952be036ab01,1731904858,weekly,friday,2024-11-29T08:00:46.336704599Z,6,enabled
fd5c7307-e866-4224-a5b6-fa091f0117d0,1731284518,biweekly,monday,2024-11-25T08:00:36.985918505Z,9,enabled
cf66d973-cf0a-4978-8f0c-399f3510aefd,1729184349,biweekly,thursday,2024-11-26T17:18:47.57472652Z,28,disabled
8373f88b-c204-413c-a64a-871d079b844e,1723932193,weekly,friday,2024-08-19T04:48:47.767172225Z,23,disabled
0158fb0c-e44c-443d-894d-80abb93a5f4d,1723670159,weekly,friday,2024-11-08T08:00:30.288827353Z,15,enabled
074a9ce6-8988-4dd5-8c86-d35deb22326c,1723491931,biweekly,monday,2024-11-18T08:00:28.090984673Z,2,enabled
54845673-b90f-485e-8285-33e4ceec1328,1723491953,biweekly,monday,2024-08-26T08:00:29.869091433Z,9,enabled
824ee078-8405-416e-9751-3ef28e644fcb,1732275538,monthly,first_day,2024-12-01T08:00:38.486235617Z,1,enabled
1fe1120f-45c8-4072-8d6e-1fff5e7c6fc6,1728240734,monthly,first_day,2024-11-01T08:00:32.43536744Z,1,enabled
4e159620-5dcc-47c4-ac38-0e6df10a1750,1728240720,monthly,first_day,2024-11-01T08:00:38.405008711Z,1,enabled
4f980f0e-60df-4a45-9be6-8769b240061c,1727142877,weekly,friday,2024-10-11T08:00:38.02536535Z,18,enabled
b19cc955-a54a-487e-97f1-edba8af3606c,1726805361,weekly,friday,2024-10-11T08:00:36.134018177Z,18,enabled
e2f8ef6d-b117-493e-be28-4d92f9089527,1730206553,biweekly,friday,2024-11-11T20:17:38.375507966Z,8,enabled
9ab29520-a04b-42e7-9e5b-54d650f07283,1730158381,biweekly,friday,2024-11-07T00:49:08.826038581Z,8,disabled
297cd11b-3f1f-49e9-8a1e-c5c5ac481c2c,1727994970,daily,daily,2024-10-23T13:33:19.175404914Z,24,disabled
b2aacbe8-fcca-4f53-a289-d503a2734b55,1723170441,monthly,fifteenth_day,2024-08-09T02:31:08.522791581Z,15,disabled
dd929c71-cd5a-4e7a-a55c-604700b2563c,1730146910,weekly,tuesday,2024-10-28T20:22:14.176170939Z,29,disabled
d3ff6712-8126-43c7-80d3-4650f7cb2a5f,1725495853,biweekly,friday,2024-09-27T12:10:20.41945457Z,11,disabled
27602664-335c-4beb-9dd7-7c6942385b64,1721931989,weekly,friday,2024-07-26T17:22:16.495657547Z,26,disabled
3981c136-1cd8-47f8-9790-a12da8ee65de,1722532194,weekly,wednesday,2024-08-01T17:38:00.029970801Z,7,disabled
d278205f-4175-4dbb-a398-5661a0a9c9f3,1721932001,weekly,sunday,2024-12-01T08:01:44.70081753Z,8,enabled
fe4096c2-e91e-4582-8811-8147dc5f96f7,1722532219,weekly,friday,2024-08-01T17:45:06.355619Z,2,disabled
94bb025a-f002-47df-a099-b5d19f78d1a6,1729096648,monthly,first_day,1729096648,1,enabled
3f046523-49b3-4ef8-bf19-3663107d5327,1724717152,weekly,friday,2024-08-30T16:40:40.261554185Z,6,disabled
74e12d78-10b3-4f63-99c3-581cc4978fe2,1724717139,weekly,friday,2024-08-30T16:40:51.45711768Z,6,disabled
b6312c97-378d-4b01-b804-5adcc3837079,1724717123,weekly,friday,2024-08-30T16:40:44.98906635Z,6,disabled
6ca19a12-7b20-4259-b2ec-ace482558797,1732926607,weekly,saturday,2024-11-30T00:34:02.287961384Z,7,enabled
171fe290-0b1e-4487-bfc8-7842ca4f2ac0,1727641514,monthly,first_day,1727641514,1,enabled
990bbac2-b957-4285-85e0-137e814a97fb,1727641440,monthly,first_day,2024-09-29T20:24:54.558830896Z,1,enabled
0c9326a9-28a7-4666-b8ab-94884b2e5970,1731430225,biweekly,saturday,1731430225,23,enabled
198591e4-d53b-45ba-a03e-a7ecb247eb3e,1725807897,biweekly,monday,1725807897,16,enabled
19694f8c-661d-470b-9154-9fbf9259da58,1725649672,biweekly,friday,2024-10-04T12:14:10.394594119Z,18,disabled
da2674ba-f5af-4954-b6a3-a0b0deb08204,1724520456,monthly,fifteenth_day,1724520456,15,enabled
4606569c-2bf6-4924-9ef0-1c307c62c03d,1725763448,monthly,first_day,2024-09-17T23:56:08.675440066Z,1,disabled
23a2f420-3244-4887-b907-18570ffd38d2,1730051683,biweekly,friday,2024-10-28T20:39:41.623807991Z,8,disabled
18b3a924-08b8-4f54-8fdd-9f36fe535936,1725319388,weekly,friday,2024-09-06T00:23:19.56166702Z,6,disabled
ee975ebb-e1e5-440d-813a-da5397fa0936,1723482496,biweekly,friday,2024-08-12T17:12:44.350732781Z,23,disabled
0ad25ba9-dac2-43c0-b818-e81dadc418b4,1728279517,monthly,fifteenth_day,2024-10-15T21:16:41.435282555Z,15,disabled
53873897-510f-4859-b220-c87cf4dff8c9,1728279530,monthly,fifteenth_day,2024-10-15T21:16:47.316084048Z,15,disabled
d7970db5-164d-431b-aa82-1735ef645174,1728279538,monthly,fifteenth_day,2024-10-15T21:16:53.676126417Z,15,disabled
357fb693-0953-4a71-8f05-d7dc579585af,1730564668,biweekly,thursday,1730564668,14,enabled
462989e1-61d5-4b6a-a31c-81b5c3596818,1728704648,biweekly,monday,1728704648,21,enabled
d96db7f8-bd7a-4700-8d22-10a1fafb6481,1731518538,biweekly,friday,2024-11-22T08:00:42.690111254Z,6,enabled
08e8464a-1c9d-4723-b972-d22f54f278e9,1725645870,biweekly,monday,2024-10-14T11:01:44.379152611Z,28,disabled
b7464dc5-9a08-4a80-8877-c3144fab3326,1725645881,biweekly,monday,2024-10-14T11:01:48.438333569Z,28,disabled
0f324962-aa2f-4bad-b6cc-3b04fa2f2c9b,1732493344,weekly,friday,1732493344,29,enabled
7297f30e-d323-48b1-8c12-4e2b094623a6,1732493356,weekly,friday,1732493356,29,enabled
63542b6d-5c97-4e4c-9d36-42b069f7e537,1731337303,weekly,friday,2024-11-29T08:00:38.823384936Z,6,enabled
d1f57dc1-d48f-4b62-8ab9-d0375deda7c2,1732832479,biweekly,monday,2024-11-30T17:30:09.621608097Z,9,disabled
1fafbf0f-c995-4ffd-b555-10aa3119944f,1731078253,weekly,sunday,2024-12-01T08:00:29.791231987Z,8,enabled
88dcea6c-3a10-48a8-93ba-2d927ef3a369,1730998855,weekly,thursday,2024-11-22T01:27:10.674013751Z,14,disabled
71ba75a5-ae12-4527-aa22-23f441b08726,1727508831,monthly,fifteenth_day,1727508831,15,enabled
6b46b3dd-e73e-44c2-b75b-160fba50ce57,1729486904,weekly,monday,2024-10-21T05:02:35.605162137Z,28,enabled
c060b68f-a5ad-4920-84fa-e49b0e28a725,1723328445,weekly,sunday,2024-11-09T16:25:35.826219652Z,6,enabled
770134d2-085e-493a-bf5b-40ff1cbeec05,1722514595,weekly,saturday,2024-11-23T08:00:34.591615841Z,30,enabled
a2dee80c-b2b1-4c27-989f-88bb0e15562b,1727637695,weekly,wednesday,2024-11-27T08:00:27.816741051Z,4,enabled
62cc0884-c7c9-4253-80c9-140f61305757,1731988027,monthly,fifteenth_day,2024-11-19T07:17:11.98895774Z,15,enabled
79f3c73f-6005-4adb-b78c-a2dc30b6dcf3,1731988085,monthly,fifteenth_day,2024-11-19T07:17:30.091434506Z,15,enabled
00947fea-2e47-44f7-8a2b-ed9fc7195a0a,1725509957,biweekly,thursday,1725509957,19,enabled
4d8ba9ec-d141-4e0b-b4db-a037777424f2,1731727453,biweekly,friday,2024-11-29T08:00:38.018977779Z,13,enabled
7d991a91-28fb-48da-a764-48f201459449,1726799831,monthly,first_day,2024-11-01T08:00:44.939532133Z,1,enabled
9a357c22-680a-4027-839f-b5cd4081dac9,1733192724,weekly,friday,1733192724,6,enabled
071b72df-8467-4dd4-86ae-afc5e500fb08,1732385213,biweekly,friday,1732385213,6,enabled
da8cbf38-52df-4b9c-8387-726ab45d59ef,1726186564,biweekly,monday,2024-09-16T13:35:03.180774666Z,23,disabled
77787f53-3a9a-4d89-b9b4-39409c14299d,1725566244,weekly,monday,2024-09-05T19:58:13.255377001Z,9,disabled
992a4b3a-4780-433e-b35b-3acaaed1fa46,1723906593,monthly,first_day,2024-11-01T08:00:43.997306846Z,1,enabled
681b0070-aabb-4936-98a5-2577cd41d389,1725405059,weekly,friday,2024-11-29T08:00:35.183667136Z,6,enabled
1c1592b0-30be-4f79-a9cc-50bed1681a64,1731616074,biweekly,monday,1731616074,25,enabled
4de67d4b-445c-404b-b75c-9558e3091356,1726703919,biweekly,sunday,2024-09-29T08:00:25.043670502Z,29,disabled
fbf28096-e478-4e73-b690-34fc528355fa,1726703886,biweekly,sunday,2024-09-29T08:00:28.850437024Z,29,disabled
1c94342f-5d1d-487e-a1c4-fabf8897cfe1,1732409515,weekly,sunday,2024-12-01T11:51:01.723985165Z,8,disabled
c4809f20-b3cf-4282-8acd-401cf1257733,1728161360,monthly,first_day,2024-11-01T20:59:39.733012105Z,1,disabled
54bc7342-85d7-41be-ae25-9c7c727d8eeb,1725324902,monthly,fifteenth_day,2024-10-15T08:00:34.994302381Z,15,enabled
c7ae040e-9dff-4736-9d8e-67f092913fd5,1725419372,biweekly,friday,1725419372,13,enabled
21d72a24-4853-4991-a84e-2a48c5767bf1,1725320263,weekly,friday,2024-11-01T18:40:06.583905163Z,1,disabled
8d4b3b57-b9a8-44d0-91d4-00a2cd9c4fe9,1725320278,weekly,friday,2024-11-01T19:01:30.569927561Z,1,disabled
b3965dc8-80d5-4a83-b6df-d309585e1b11,1722470323,weekly,wednesday,2024-08-07T09:00:28.976089097Z,14,disabled
1b21e215-77d1-41fe-b973-bdb93c627e8b,1728435824,weekly,monday,2024-12-02T08:00:22.459603541Z,9,enabled
6e37f799-7582-439a-8b18-1534b8e8bf87,1727573862,biweekly,thursday,2024-10-04T19:59:07.114350417Z,10,disabled
80ebbe91-8777-4884-9e9c-b928ad557f0c,1727573691,biweekly,thursday,2024-10-04T19:59:09.439868551Z,10,disabled
cd0d37e8-3a46-4260-9dce-c3b88fa48ea2,1732390924,biweekly,saturday,1732390924,7,enabled
cc4b110a-14b6-4df9-bcae-0f2d88f9315c,1727893886,biweekly,wednesday,2024-11-30T13:03:17.565162931Z,11,disabled
03bc2115-7d48-4be2-9094-f001e1b5c18a,1723129815,weekly,friday,2024-11-29T08:00:26.095789769Z,6,enabled
